date,organic,organic_proxy,tv_ad_spend_raw,social_ad_spend_raw,search_ad_spend_raw,conversion
2021-02-01,220,256.6193118385025,2042.4054723597644,2950.012813544773,5571.389483151397,327
2021-02-02,190,168.64550899111538,1700.0411521989847,3214.1817751802723,3045.7814384307726,282
2021-02-03,436,449.9891637175487,3519.226961527378,6445.615578177984,8575.362063918208,585
2021-02-04,251,232.14252774469327,3071.366880036957,2656.3446124974494,3427.0934310027956,369
2021-02-05,147,146.59707981952837,1395.2186964685493,2958.003226541562,739.4334983376644,233
2021-02-06,336,347.5100833793985,2709.046531004032,8559.321873117226,7133.644704227646,485
2021-02-07,132,137.259566465094,1857.0043459952533,2112.161789511662,3145.5745333071,231
2021-02-08,276,288.50843909641566,3947.244302542619,3026.203778393923,5971.854751985712,403
2021-02-09,60,70.66086455310287,498.8321883935775,488.54664179838227,505.1537605968698,119
2021-02-10,124,130.51673638304877,549.4058171376756,2017.7547698333583,2234.253339437657,179
2021-02-11,278,271.42467286314394,3623.0993236576232,5555.2942486859565,1861.2512511425082,387
2021-02-12,333,365.3585648548354,2647.8989925908318,5711.016433356138,9403.211890499653,476
2021-02-13,277,310.3640492230506,3431.606333076981,4157.5724667621525,3739.986804471828,408
2021-02-14,249,218.88370312023727,1020.4356518519031,3081.071461526736,6869.732088013598,356
2021-02-15,231,245.6563639026158,2938.8154341308796,2337.8462468232997,5951.7245936167965,340
2021-02-16,114,122.95714304361304,,2155.119885693625,1677.142125716068,183
2021-02-17,191,185.8962476652392,2336.012609230551,3661.805915021944,2529.717275697521,281
2021-02-18,218,248.37920766328998,2192.7670231043453,1756.3884329826915,4825.838344612533,308
2021-02-19,370,365.3700656759587,2647.8097971583807,8217.822070048722,5539.5814547252885,510
2021-02-20,300,304.1707926888654,2637.165661916339,5282.003012219299,6192.687292079722,436
2021-02-21,90,88.97269601834645,1091.8139944917668,,1548.503314932623,169
2021-02-22,300,300.520782968908,3095.855233976298,2688.605385225499,2794.4115045577646,397
2021-02-23,229,204.72515022284702,2702.446033957319,2035.7701655803457,,321
2021-02-24,201,172.51494865022832,3210.353340486786,2887.957332613564,4304.859119366518,315
2021-02-25,331,383.98722392100507,1757.6652440352398,5717.01069263689,5507.745645966254,455
2021-02-26,373,342.22259608072045,5552.872889194935,8630.72683430474,6237.024818533414,561
2021-02-27,364,328.533326208677,3761.0545417356057,6629.067629908895,8816.404934195489,550
2021-02-28,188,147.83217114203597,1376.0262524812872,2620.2909876852796,5094.529481525187,307
2021-03-01,242,226.6875422433146,1455.1578649966948,2513.9520437584733,4447.215975874662,336
2021-03-02,306,266.34571642132516,2895.434995270858,6303.407368434221,5511.884040436755,438
2021-03-03,372,433.2360383826077,4750.239917705465,3966.484587383079,8559.343505683044,530
2021-03-04,227,250.35974919819424,2186.9554917021746,5077.341065601145,2696.5595035989645,355
2021-03-05,257,239.7602702599677,3742.0572444890295,3532.676690266867,5494.316398078565,395
2021-03-06,166,203.5550272140224,938.0730241382455,3681.141347497125,3872.8099487699196,269
2021-03-07,157,173.36174759687327,1572.907557204018,2850.2515692069414,3801.5657346530393,247
2021-03-08,359,347.76946483603245,2243.952679932234,5170.089901892463,3011.966723287251,465
2021-03-09,414,310.91337226124506,4597.379402477879,5248.92786556191,6396.792115777026,566
2021-03-10,272,334.7897765189754,3448.6047213552533,3667.9453157010603,4012.380785629546,409
2021-03-11,380,327.73720484560306,3325.821110393932,6443.056365360056,7840.683982629365,543
2021-03-12,317,264.93905515065893,693.6497125345926,4866.867568585396,7257.065906287217,440
2021-03-13,217,239.31458408969274,2300.7150968620494,2676.539010451083,6291.998310681956,325
2021-03-14,318,396.11687126279463,3601.4922904433597,,5422.899218652651,449
2021-03-15,436,497.2058349800296,4897.204742310503,6705.652575200811,7431.077186533767,613
2021-03-16,280,295.7994301325747,3838.1864701545082,1517.84622493808,7531.7029712900985,427
2021-03-17,440,466.90669765619003,2990.9334984462503,7519.049648964116,9598.123919640067,614
2021-03-18,22,24.842204254368983,275.5964177450499,242.4214809570078,631.8671094449413,90
2021-03-19,367,395.581103065208,4992.143313739834,3606.913313364264,7990.492771709362,508
2021-03-20,294,303.09642214016725,1375.0484390163858,2183.618691792756,3849.3797428876765,393
2021-03-21,256,259.484149177172,2814.3494065098034,1779.0344934781654,3082.0139961630152,352
2021-03-22,296,294.6277517765519,2516.392293932854,2638.847622101015,3169.68368238018,395
2021-03-23,89,82.41978383295812,869.6057924219641,1052.698395517856,2136.9079864458595,153
2021-03-24,266,259.0316634779783,2943.099763668536,6340.2312785011245,7230.89165026821,396
2021-03-25,324,269.7824362954486,2772.932780357888,4102.913055189434,10098.901718507333,461
2021-03-26,437,433.10464687251545,3487.3843492218,6910.961628350672,10960.798039703162,603
2021-03-27,238,214.78280928744192,2407.874479108785,4004.7194727237234,6429.852061126019,372
2021-03-28,209,186.70908978270964,1414.1599841120392,3271.8320093584334,3467.034039300491,308
2021-03-29,241,245.4189844106199,1625.5017177984143,3532.214857154569,3148.894545273097,332
2021-03-30,383,436.6866843360123,4614.541421523155,3688.061363123914,9621.700700003385,528
2021-03-31,325,355.04497665700535,2131.1244181186776,7000.9190468492225,7318.593643200243,474
2021-04-01,239,202.1759937305529,2877.8661688586876,5548.150232730936,4951.487291551186,379
2021-04-02,344,310.54145604538786,3924.783499466096,2560.0642366290735,7694.020455251584,485
2021-04-03,303,332.0782160491171,1463.7667434471025,3154.178107776997,6659.03833158233,417
2021-04-04,391,352.73353295848665,3116.5312779187325,5374.940959984727,10836.405365327115,538
2021-04-05,224,219.52618508141506,3050.194168698385,2393.830278650748,6236.311400065969,348
2021-04-06,262,276.9139478617071,1852.1654661748883,4534.763722513452,6106.597516678933,382
2021-04-07,256,231.65215924332745,2207.5474779699966,3006.7645385264473,6431.418388553386,368
2021-04-08,149,151.37515996902135,1705.6122491799097,3706.381901380067,3457.962550624151,247
2021-04-09,326,282.68340909101704,4028.616271953681,6640.590324850011,5621.385092740403,474
2021-04-10,323,303.6909910119102,2987.3917002077847,5155.931589533196,7929.229267890061,473
2021-04-11,297,307.4768173396926,2445.4068802289976,5846.186870259467,3466.0489303048485,431
2021-04-12,274,230.68004957752038,3914.755671759852,5481.3709408974855,7222.870225477959,432
2021-04-13,156,163.61683655792498,2384.6694851657912,1953.0066703204914,2011.0889554877972,263
2021-04-14,256,256.07549033661724,3319.2578611842273,2906.2801094628953,,380
2021-04-15,264,279.38349536276706,2715.3253958714236,4064.4396898618606,3952.5624029244027,387
2021-04-16,219,224.08160704216212,1660.2874424568308,4137.426902992354,5111.210665700476,332
2021-04-17,283,322.3303602366568,2129.744245167213,4432.064776348586,5615.027781719437,399
2021-04-18,340,344.7917317858676,3939.066187151721,2691.3644330143184,3552.2003716865406,459
2021-04-19,489,468.0857283415083,5504.774038789353,5569.380206663136,11016.301621936564,674
2021-04-20,318,322.1560237830408,4520.871398405481,4668.013105833722,5261.687395484207,490
2021-04-21,326,344.64866160041186,3906.7632027014906,4792.028726136243,8265.999344814381,501
2021-04-22,294,295.4443420139488,1614.3260992231508,7019.859959901416,5882.4949320868545,445
2021-04-23,109,110.33066889179072,1445.6249058479116,962.9249626793303,2458.3967007328156,196
2021-04-24,299,278.39209941444125,2097.6152618016895,5172.361173362294,4267.972306241239,409
2021-04-25,308,287.93349852385353,2728.535263195064,6692.065045134989,5077.100480021001,443
2021-04-26,548,471.9614008786345,5901.634958869079,13845.573114809771,9468.53073027244,777
2021-04-27,283,333.3012109740782,4535.046154722397,3738.8414763786436,7131.545456730064,468
2021-04-28,333,291.8639338506707,6443.090921606433,5737.000851595356,10021.170483388263,548
2021-04-29,299,279.1694009129013,3545.4990177652703,5268.356642994683,4549.982797917636,476
2021-04-30,186,173.38185141832636,1765.3539153070724,2966.3510137325625,4942.979841649679,316
2021-05-01,418,455.6126541343027,4852.451444263922,6086.808427844767,2919.7615799758314,577
2021-05-02,379,368.1378554229675,4803.3931759320685,6434.086714071172,4868.5983084177215,560
2021-05-03,383,431.2991970069964,3465.6563749923084,1382.3105835393956,5463.195751530451,524
2021-05-04,213,199.23402193420202,3286.6977685041943,3859.9884467153197,2538.8769451622165,346
2021-05-05,445,457.4559589250886,4757.567940375671,6928.287947341734,4672.234880523828,619
2021-05-06,164,151.00273427657362,1893.6985995124257,2306.542971879919,3703.619215231832,284
2021-05-07,363,441.86462093386865,4365.027761437419,8808.398438281683,6809.104341997693,544
2021-05-08,524,462.0813750429708,5906.716420943868,6272.734619793309,11680.72563786906,735
2021-05-09,206,212.81474984932512,2583.7153832254357,2721.8794638514482,4983.550900878674,351
2021-05-10,248,264.7808280064634,2028.9102120082784,5966.530600401599,5376.827394874736,389
2021-05-11,315,328.80801794851163,2628.5871990352653,3553.9117919668606,7560.955538574079,447
2021-05-12,255,250.83392627904058,1712.1961266690143,3200.873027689296,5004.764293327513,362
2021-05-13,150,149.02142483338508,1708.8844040527747,2164.8306338814746,1944.345449385193,231
2021-05-14,313,314.3980947583291,3861.7505080915043,5879.6756341519695,8247.277934902098,459
2021-05-15,200,197.1134205575162,2275.2808154457534,3187.886867016178,3293.958819620396,312
2021-05-16,353,387.8470927104206,5314.553299202999,3248.5509278780564,5089.195136333939,501
2021-05-17,214,261.97195584152917,2141.858754192374,2704.404848386465,4061.8916591552243,332
2021-05-18,461,435.83943364661343,5541.733372755654,5662.055915755188,6703.467515470621,636
2021-05-19,228,197.0573041293674,1535.5271072664284,3345.6747112918283,3994.8101300704952,351
2021-05-20,274,272.1040663771295,2426.467809206827,4643.991161072814,6057.266947559182,403
2021-05-21,388,488.2833151086419,4691.437169826712,6552.744998588271,8574.28639091509,562
2021-05-22,183,169.00232910169728,2305.838358779243,1287.8615399392413,2685.457758216749,293
2021-05-23,329,383.68881051177664,3005.8231033855013,6523.117190472042,5628.445657156676,474
2021-05-24,437,511.09308770700864,4282.648878033155,7062.421197483754,11574.510261171286,622
2021-05-25,146,138.14316507233818,796.4717390419282,3104.7067685831407,3360.333090600948,253
2021-05-26,325,343.9978018492952,2906.1700777264105,5532.776049225407,10561.908205105883,469
2021-05-27,333,387.2539460102788,4219.801576896218,6645.818779736459,9018.556050816875,504
2021-05-28,385,370.626839448047,4517.082785162397,6587.257771636271,10349.551331013108,574
2021-05-29,183,179.62842235898924,2109.0211327393454,3861.2251349924604,2140.337689986396,310
2021-05-30,175,164.83032119672873,1776.2361151900716,3036.4517512964685,4302.307523845533,282
2021-05-31,359,322.7885065653464,3600.041410095921,5230.354743729512,7070.389025257371,502
2021-06-01,336,314.8699158174144,2700.276246619254,8494.418219144802,5621.461632617026,495
2021-06-02,332,291.42085950761555,4016.800521897694,6309.426885545851,6976.019336623613,501
2021-06-03,341,342.7962240441358,3847.771507919739,6006.519454036189,8770.122531516148,516
2021-06-04,238,220.5523830071131,2742.2148187216058,2211.8807278884055,5497.064518277166,369
2021-06-05,330,337.85713780321174,2780.395763183328,3038.141929818566,4862.668551031121,451
2021-06-06,336,283.86951266656735,1190.049138142551,5485.438125372155,8221.071960188694,461
2021-06-07,235,243.16860732204623,3128.547898515243,3684.8427875945154,3807.1533210320213,352
2021-06-08,493,534.4558214818759,4224.667542142474,6036.667401295745,10508.082634996455,661
2021-06-09,354,283.4833776322763,2624.3025702525715,5535.78872749025,6437.083653705899,503
2021-06-10,187,194.50717683149728,2265.0075489179703,4152.767673977415,3503.6604743621724,308
2021-06-11,372,417.8989355170982,3284.3187333440605,6747.811883528736,9155.285446101218,531
2021-06-12,209,183.71901324359763,2754.587767483364,2061.8872263276576,2875.605066330307,321
2021-06-13,385,449.5008411456285,4563.726242077492,5583.1375458862,12196.298539510099,558
2021-06-14,422,439.8407068973284,5087.227412866837,4803.095168662732,3830.3869396176347,590
2021-06-15,224,208.32680137247164,1322.8338135039553,2970.8964681658817,3678.8372335372783,341
2021-06-16,402,400.18888232293995,5487.51169667472,5287.461158813762,8942.57767207489,579
2021-06-17,347,366.6571584187182,3744.854416044589,4462.603441908069,8162.847268431241,515
2021-06-18,388,391.0357799458916,3450.927169946187,3629.3389901093947,7527.762931554275,542
2021-06-19,495,522.1372989871633,5167.572334824909,7147.0672368320265,9738.294564544443,692
2021-06-20,281,255.2271337344689,1313.138224046521,3507.459256261325,6314.613603400051,415
2021-06-21,230,234.04809587805448,2583.657165332594,418.29368642490255,4283.920853685496,327
2021-06-22,216,185.8462585041254,,5246.286230513621,6138.19597940735,330
2021-06-23,223,221.1971030803047,1329.1342212926702,4451.212752933084,5600.2004406298465,328
2021-06-24,297,270.53724446173146,1615.8673512994415,3957.6813862298636,7506.007622876734,403
2021-06-25,339,314.16621066533526,4523.053506517113,5115.347692384635,4816.380651580747,479
2021-06-26,332,373.62375112974826,2697.480534590095,3234.616957199597,,461
2021-06-27,387,429.7056810704531,5656.871255951545,8767.731678085887,7050.061701988585,583
2021-06-28,305,324.49061700495935,2566.955484035799,7199.260556744323,4271.754239882211,471
2021-06-29,449,400.63388689355804,2193.9056151160667,7063.566350585626,9967.16809304211,615
2021-06-30,277,268.99978619627956,1847.417196173544,5446.305356413306,4659.672123852368,407
2021-07-01,576,646.0041011309391,7897.067672544301,9096.16922206705,13787.843295549406,811
2021-07-02,366,371.7007794007349,3493.6543796676056,3292.9662953637285,4976.740529023237,534
2021-07-03,218,268.63930082652644,1821.9485508824985,2866.832778825273,6610.422426040575,348
2021-07-04,196,204.25631682106533,2059.6092620277113,3064.571722079628,2873.6123898359037,301
2021-07-05,351,358.45222047835296,4046.4067289882587,4556.08276428534,7496.726890335003,498
2021-07-06,280,272.2531280039937,3751.1308800524102,3937.6350274761808,6953.524495822715,430
2021-07-07,374,379.516317492664,5372.604213022002,5463.687874480911,6208.01976414046,552
2021-07-08,350,344.9279915814161,3124.6383970508464,5126.54658538955,8796.928234883502,520
2021-07-09,295,316.41426259673744,1779.400528345527,4501.843488247185,3730.535468384826,422
2021-07-10,217,238.76969492233144,1908.9029140365892,2228.7398038342394,6257.105377490185,325
2021-07-11,150,139.0781492223808,1627.2821473341837,1777.1050683009705,3031.6549932092626,232
2021-07-12,257,223.3080114886249,1831.2117954977714,2374.9160064702123,4230.197370480199,343
2021-07-13,387,316.5239863087424,2763.8571240004535,7521.770715392727,7058.348165389094,526
2021-07-14,323,339.7343091706694,3566.5548156924933,1786.1571141646155,8035.400578186575,451
2021-07-15,177,157.60474117937713,1745.6534614997495,3576.8833675710375,2921.798795680836,279
2021-07-16,318,250.2180997267338,3220.039471609649,6772.271065776258,4943.660972373754,460
2021-07-17,339,353.1117664392245,2625.5918983825577,4636.35193620118,6346.2697871743885,475
2021-07-18,212,265.86362786647476,1981.0060554200652,699.2690600541443,2753.38524551697,299
2021-07-19,316,316.2002971074312,2286.6627993894585,4231.4640593208105,9783.884799592062,439
2021-07-20,306,332.3788416733922,3885.6311774592496,4511.40492669282,5091.143665063346,443
2021-07-21,186,187.89755753740678,2442.550803140441,1948.022601773848,4657.392583568808,297
2021-07-22,336,332.94878716178147,1500.2659204597644,4264.466946122911,7148.120116952252,450
2021-07-23,356,389.15677623776213,2570.172868794038,7800.14490653578,5022.683878264555,495
2021-07-24,408,396.59910244009325,2250.758331236583,7349.002183410579,8154.517129100318,557
2021-07-25,405,416.19895721087835,3263.118441992486,4393.883499246157,10014.01881305667,554
2021-07-26,162,167.2565070729234,1579.8742330909613,1265.6907564843839,3057.83273331574,250
2021-07-27,205,192.10711666830395,1163.330689442894,2784.9671540155077,5590.8978058250395,293
2021-07-28,350,385.79947512406187,2539.142014161879,4927.574097848601,9170.807204090366,474
2021-07-29,350,344.556242904393,2450.6801284636504,6043.43786011233,8947.375012839419,489
2021-07-30,350,324.155712948926,3724.60285408723,4415.140967964349,6046.038477996091,491
2021-07-31,684,720.9768572225317,6985.003258231775,11838.986672961457,9251.914346777125,920
2021-08-01,355,323.9456034171121,2788.590873953425,8438.321076437522,5808.140888100104,549
2021-08-02,412,413.3991161177819,4341.050355616731,7696.370786558236,8730.134780651379,612
2021-08-03,393,393.570147856895,3293.233692103347,5823.694939082307,9168.595941960126,573
2021-08-04,363,402.9940551773422,3338.9403194652314,5153.189757261862,2533.9395340647934,511
2021-08-05,266,279.36853364279534,4006.0484921852967,3572.54528413064,5321.175951337068,416
2021-08-06,373,373.05344311448124,5243.849022654129,7596.803844983983,7834.530688880131,571
2021-08-07,220,238.71673508320816,1346.3703513131845,2687.1305648858433,4045.944262758985,343
2021-08-08,274,312.2468695685173,3423.741603557072,4167.830959209575,7606.6345920522035,416
2021-08-09,249,263.0478813167229,,3794.652349095623,5613.519833983603,383
2021-08-10,305,306.06248312071483,2004.2289888311486,3895.8061446190527,8518.434383642272,434
2021-08-11,528,459.51747491382844,6588.161559032157,,9892.68150345538,714
2021-08-12,110,98.80959466811802,1616.1181918680268,1819.5556918959578,2833.816149590126,223
2021-08-13,365,354.65982179040805,2426.2899586310923,5386.960200265441,10905.410646442519,511
2021-08-14,135,127.53902131339923,984.3343578096249,2342.99450314683,3785.2485360621195,225
2021-08-15,249,245.11904936327315,3260.4970660944628,3147.0462753708152,3358.955562170335,355
2021-08-16,405,408.0748690440457,4388.260468079638,8315.85300322878,7497.908791154203,580
2021-08-17,303,319.2734589093428,3533.768638463217,3351.868165423386,5436.300693013213,449
2021-08-18,188,187.58665285371794,2082.2158692891117,4289.239989545687,4332.945517281677,314
2021-08-19,225,236.02627930566612,2514.5719671715487,1606.0623488346762,5428.417059119521,332
2021-08-20,364,366.8354315788636,2194.4150263223796,6180.384594889097,5455.123703976733,492
2021-08-21,223,179.27889174409813,2936.0894439088115,3829.1814570403167,4559.205774004969,346
2021-08-22,318,288.1527785862828,4296.141368682374,3631.8558443486104,2506.184292880142,449
2021-08-23,300,296.5380567368831,2801.680033728144,5087.698547152998,8620.521542195387,451
2021-08-24,231,203.14200039127232,2280.835490453077,4797.089295555081,3911.5042516016224,358
2021-08-25,510,541.2323256317951,2760.6493474201216,2565.4151853924814,10383.144088484634,641
2021-08-26,359,414.58970622669085,4150.216509329915,6206.701884951277,6523.017217320344,518
2021-08-27,93,105.0136250131896,1096.6965369322577,353.85459556454254,2515.7531621372204,176
2021-08-28,314,308.01390002159025,3088.5957822292976,3353.3107066482066,936.3144119424948,412
2021-08-29,229,264.14955113195265,3074.2076481673116,5133.5217938034875,4574.702480258471,360
2021-08-30,381,386.9507999491203,3430.690441731793,4721.031026945119,7383.566476488046,528
2021-08-31,216,209.46635478692278,2534.9096308960175,2106.5050447102876,,328
2021-09-01,284,267.09123887311466,1975.031087316734,4014.729724066537,8638.044657424118,408
2021-09-02,346,336.03699149276196,3440.697399532441,8422.323229611478,5085.50789687453,502
2021-09-03,382,367.7507039788937,3625.8993436909486,2585.4091896286754,9423.795500202863,529
2021-09-04,176,179.01158680179915,1879.0912900340584,1807.4863526421527,3896.469831166294,277
2021-09-05,262,266.8305813337287,2335.008398191817,5708.812592881901,7240.0271219923,393
2021-09-06,248,248.67457245384625,2387.9366796591826,5807.184718754793,3976.8023446506154,375
2021-09-07,230,240.8820086066957,2879.924880998059,3354.5411761473565,3600.946931950862,347
2021-09-08,472,529.005029510344,4107.804632189044,4455.044256287105,12563.223970706902,633
2021-09-09,336,368.6999647178562,1744.3311960254355,8226.652677008855,7593.820624799691,492
2021-09-10,170,144.92690650922117,2595.3352122480214,3774.180040621862,1826.3083425140908,285
2021-09-11,388,289.0141896478367,5490.032356365366,7008.019724106934,6506.891842494923,567
2021-09-12,508,556.172690966101,3114.563389026575,5770.206481251334,11352.170781616513,685
2021-09-13,399,345.1211919299975,4824.802192950051,5908.260651383072,10004.730221030735,589
2021-09-14,144,141.42159626283404,1228.4323877678935,2065.701052802962,2303.867598698408,251
2021-09-15,248,219.23553104827727,2679.14254870652,4093.9794620102834,624.3113477710654,353
2021-09-16,423,347.19601032741497,4608.942935195223,9118.005506500793,9799.789035596003,613
2021-09-17,226,238.4183343334184,2102.670235208547,4287.62714353097,2867.42533470858,357
2021-09-18,341,367.36853907310643,2611.6296365649014,3466.3081729716096,2696.0573537171426,456
2021-09-19,374,353.0642396397137,2970.4774565516195,7940.716697337771,1126.2566662968193,511
2021-09-20,204,151.6253747183668,,3358.144586834412,5092.5225393222045,316
2021-09-21,291,275.61911734665273,2187.906016481176,5274.565054984679,6055.877883166486,413
2021-09-22,-26,27.505168123254002,259.34710720708915,571.6967521359192,493.52649651686755,22
2021-09-23,195,166.49373841506645,1534.3447325046063,1953.4897552778225,5536.215191300765,267
2021-09-24,272,277.752702673789,3285.607566601862,4047.3013245893794,6498.018360094975,387
2021-09-25,173,173.15291449022735,2507.931769697701,,5150.145463358721,277
2021-09-26,461,488.3774749208003,3813.034112294125,3667.523105493306,5375.091233522724,590
2021-09-27,155,157.4471795923235,1667.6111307574945,2576.5455537266594,3079.4796707233318,253
2021-09-28,254,230.0171689013689,2930.0989837338366,6702.070247118362,2624.493708801654,383
2021-09-29,312,349.4625493148953,3563.114693805585,2097.3081549809344,5812.750607257174,438
2021-09-30,443,436.3739954974746,4535.068920149537,6586.638748822076,8206.64250242586,617
2021-10-01,155,155.50755421317047,1906.7600419305186,2788.4687922375592,3704.926139483493,275
2021-10-02,416,377.25664610699306,4762.864181943169,6471.784958641722,8435.529526531938,590
2021-10-03,301,287.7128125431178,1892.7566591956297,4362.611245807532,7147.25469254105,441
2021-10-04,202,184.26900804889303,2548.67293057716,1850.4385263610836,4896.343232392374,312
2021-10-05,346,340.8005283645186,4391.1154537450975,5565.259192910614,11419.918550119497,514
2021-10-06,320,375.693591300409,2473.2948441380913,3719.357157479104,5808.838429548058,455
2021-10-07,241,208.0728069074952,2439.0188379443844,1240.8387051035177,3461.5374481426056,341
2021-10-08,308,258.69549811576564,3717.0454963863244,6285.257729415133,6624.831548356094,459
2021-10-09,263,302.0090328803367,2467.443386626836,5084.5908588951315,3998.202132907477,396
2021-10-10,313,306.92645281198213,4143.9839626701105,4775.20569539302,9057.2362265945,474
2021-10-11,368,344.0203318355603,6301.478678078208,5910.3810363149305,6747.25016918467,563
2021-10-12,461,509.4086494096989,3526.228128149511,9152.099608435457,7662.671250841102,663
2021-10-13,179,168.53450423849878,1050.7171001877566,2872.096572961085,3080.661993968285,296
2021-10-14,516,611.2287719979814,5639.599393906335,9855.36016936881,12564.914283911983,728
2021-10-15,108,116.08597330195964,1322.494281335355,1485.203044027558,2071.419318870515,216
2021-10-16,289,275.02531728704815,2691.0713194049144,6044.002903972478,4669.48828120778,422
2021-10-17,363,441.9649803907373,5220.3338553877165,5977.858614090849,10903.2877516817,548
2021-10-18,333,313.0282970984632,1993.9979186399273,5289.142588608381,4952.514832517954,476
2021-10-19,243,261.3092462135828,2938.2448042449996,2258.576593642251,,363
2021-10-20,285,293.67347257736066,2333.1301190069353,4645.292869632138,6818.778545304458,414
2021-10-21,257,290.55148429456966,3896.9377711843194,2893.807571792077,2625.3553179397477,379
2021-10-22,247,286.60141267505566,3960.7168940260312,3006.3750672305528,5672.172236694723,386
2021-10-23,392,393.4976534031653,3020.2776875220306,4444.423019633948,5361.699040195136,532
2021-10-24,343,317.57018272251895,2868.230563289905,3503.8166489431464,8564.409218143443,483
2021-10-25,238,249.9151683460997,3005.384522014755,5868.356200454993,3398.495502789639,377
2021-10-26,398,371.6397170020572,3523.575952584309,8368.226448223786,9630.211496199527,578
2021-10-27,339,408.3563460252383,3352.8691785171413,8036.217549943572,9053.708498691783,522
2021-10-28,390,396.31189202602405,3939.5158096645628,3713.066626993773,9840.268642814672,557
2021-10-29,373,359.5270288646168,1582.5615126129123,,8025.873811509477,516
2021-10-30,227,232.02239323749652,2268.693628161312,2091.1639125455686,4240.138860562268,333
2021-10-31,255,220.8419032273281,2024.1329156979493,3029.346114092068,4221.779502403425,355
2021-11-01,386,348.9539680872522,3293.288741379505,4200.730112963382,11141.5481792423,526
2021-11-02,373,418.17936383824417,5350.5924210649555,7683.062928629793,5900.22880762639,555
2021-11-03,310,290.3723206978586,1936.3569164293178,4107.671832944197,4281.911003057255,445
2021-11-04,325,291.13112092571595,4045.0387736942766,6440.950080130111,7801.642570865691,493
2021-11-05,441,465.48800480050835,4048.0771784204885,7827.694325427254,6725.292623816679,624
2021-11-06,255,285.72426393852504,2339.9866459240707,6479.510408623489,3652.6516893592716,405
2021-11-07,369,396.4870258693505,4575.994244701079,3085.8361934219997,4193.990051504415,517
2021-11-08,295,325.0020218599121,3257.145108633243,6108.25870346714,5054.871123530081,452
2021-11-09,294,272.3237046267522,3450.547091362599,5939.248598660949,5746.19147039804,455
2021-11-10,426,366.18695814335763,5508.714234596539,4533.393190438305,9160.256295828234,612
2021-11-11,400,460.24762068140933,3603.9511999493716,7816.139267367362,10287.477421790743,596
2021-11-12,399,386.7154774472467,3262.132965131778,6598.622474790022,9255.524145613834,581
2021-11-13,449,438.1734406756063,3031.3174367879647,6281.6324417659835,8474.219391698238,619
2021-11-14,321,364.36878540158773,2420.0029791951174,3632.139467804507,6050.4593362018795,456
2021-11-15,388,410.00272519091226,7320.262535671643,4569.126588703748,8956.843693807885,583
2021-11-16,289,303.05444112591687,3980.6867921207886,7021.1518551754625,8009.876580733426,486
